control_id,template,line,kind,tag,label_or_expression,element_id,name,type,destination_or_expression,form_action,form_method,handlers,explicit_disabled,review_candidates,functional_status
CONTROL-02802,templates/partials/programme_rollout/ssa.html,105,link,a,Not planned,,,,{{ schools_url }}?kind=ssa_not_planned&cluster={{ row.cluster }}&{{ carry_query }},,,"{""hx-get"": ""{{ schools_url }}?kind=ssa_not_planned&cluster={{ row.cluster }}&{{ carry_query }}"", ""hx-target"": ""#drawer-container"", ""hx-swap"": ""innerHTML""}",False,,Not individually executed
CONTROL-02803,templates/partials/programme_rollout/trainings.html,17,link,a,Spiritual transformation →,,,,/programme-rollout?view=spiritual&{{ carry_query }},,,{},False,,Not individually executed
CONTROL-02804,templates/partials/programme_rollout/trainings.html,61,link,a,Training feedback →,,,,/cce-leadership/feedback,,,{},False,,Not individually executed
CONTROL-02805,templates/partials/programme_rollout/trainings.html,133,link,a,{{ row.name }},,,,{{ row.profile_url }},,,{},False,,Not individually executed
CONTROL-02806,templates/partials/programme_rollout/trainings.html,142,link,a,Not yet trained,,,,{{ schools_url }}?kind=not_trained&member={{ row.staff_id }}&{{ carry_query }},,,"{""hx-get"": ""{{ schools_url }}?kind=not_trained&member={{ row.staff_id }}&{{ carry_query }}"", ""hx-target"": ""#drawer-container"", ""hx-swap"": ""innerHTML""}",False,,Not individually executed
CONTROL-02807,templates/partials/programme_rollout/trainings.html,143,link,a,Oversight,,,,{{ row.oversight_url }},,,{},False,,Not individually executed
CONTROL-02808,templates/partials/programme_rollout/trainings.html,192,link,a,Open,,,,{{ row.url }},,,{},False,,Not individually executed
CONTROL-02809,templates/partials/programme_rollout/trainings.html,215,link,a,Open feedback →,,,,/cce-leadership/feedback,,,{},False,,Not individually executed
CONTROL-02810,templates/partials/programme_rollout/view.html,8,link,a,Reset,rollout-filter-reset,,,/programme-rollout?view={{ view }},,,"{""hx-swap-oob"": ""outerHTML""}",False,,Not individually executed
CONTROL-02811,templates/partials/projects/analytics_project_list.html,1,link,a,{{ item.name }}{{ item.interventions }} · {{ item.classification }},,,,{{ item.url }},,,{},False,,Not individually executed
CONTROL-02812,templates/partials/projects/analytics_workspace.html,2,link,a,Export,spa-export,,,{{ export_url }},,,"{""hx-swap-oob"": ""outerHTML""}",False,,Not individually executed
CONTROL-02813,templates/partials/projects/analytics_workspace.html,2,link,a,Download Snapshot,spa-snapshot,,,{{ snapshot_url }},,,"{""hx-swap-oob"": ""outerHTML""}",False,,Not individually executed
CONTROL-02814,templates/partials/projects/analytics_workspace.html,7,link,a,Open Project Planning,,,,/projects/planning,,,{},False,,Not individually executed
CONTROL-02815,templates/partials/projects/analytics_workspace.html,11,field,select,FY {{ option }},spa-fy,fy,,,/projects/analytics,get,{},False,,Not individually executed
CONTROL-02816,templates/partials/projects/analytics_workspace.html,12,field,select,All districts {{ option.name }},spa-district,district,,,/projects/analytics,get,{},False,,Not individually executed
CONTROL-02817,templates/partials/projects/analytics_workspace.html,13,field,select,All projects {{ option.name }},spa-project,project,,,/projects/analytics,get,{},False,,Not individually executed
CONTROL-02818,templates/partials/projects/analytics_workspace.html,14,field,select,All partners {{ option.name }},spa-partner,partner,,,/projects/analytics,get,{},False,,Not individually executed
CONTROL-02819,templates/partials/projects/analytics_workspace.html,15,field,select,All interventions {{ label }},spa-intervention,intervention,,,/projects/analytics,get,{},False,,Not individually executed
CONTROL-02820,templates/partials/projects/analytics_workspace.html,16,field,select,All impact statuses {{ option.label }},spa-status,impact_status,,,/projects/analytics,get,{},False,,Not individually executed
CONTROL-02821,templates/partials/projects/analytics_workspace.html,17,link,a,Clear Filters,,,,/projects/analytics,/projects/analytics,get,{},False,,Not individually executed
CONTROL-02822,templates/partials/projects/analytics_workspace.html,21,link,a,Clear Filters,,,,/projects/analytics,,,{},False,,Not individually executed
CONTROL-02823,templates/partials/projects/analytics_workspace.html,35,link,a,{{ item.project }},,,,{{ item.project_url }},,,{},False,,Not individually executed
CONTROL-02824,templates/partials/projects/analytics_workspace.html,39,link,a,{{ item.name }},,,,{{ item.url }},,,{},False,,Not individually executed
CONTROL-02825,templates/partials/projects/analytics_workspace.html,51,link,a,View details →,,,,{{ item.url }},,,{},False,,Not individually executed
CONTROL-02826,templates/partials/projects/analytics_workspace.html,51,link,a,Open Action Review →,,,,#impact-matrix,,,{},False,,Not individually executed
CONTROL-02827,templates/partials/projects/bulk_partner_drawer.html,14,field,select,Partner ID,,partner_id,,,/projects/planning/bulk-partner,get,{},False,,Not individually executed
CONTROL-02828,templates/partials/projects/bulk_partner_drawer.html,15,field,input,{{ item.catalogueItemId }},,catalogue_item_id,radio,,/projects/planning/bulk-partner,get,{},False,,Not individually executed
CONTROL-02829,templates/partials/projects/bulk_partner_drawer.html,16,field,select,Purpose of visit,,purpose_of_visit,,,/projects/planning/bulk-partner,get,{},False,,Not individually executed
CONTROL-02830,templates/partials/projects/bulk_partner_drawer.html,17,field,input,Scheduled date,,scheduled_date,date,,/projects/planning/bulk-partner,get,{},False,,Not individually executed
CONTROL-02831,templates/partials/projects/bulk_partner_drawer.html,19,button,button,"Assign {{ assignments|length }} activit{{ assignments|length|pluralize:""y,ies"" }}",,,submit,,/projects/planning/bulk-partner,get,{},False,,Not individually executed
CONTROL-02832,templates/partials/projects/bulk_schedule_drawer.html,14,field,input,{{ item.catalogueItemId }},,catalogue_item_id,radio,,/projects/planning/bulk-schedule,get,{},False,,Not individually executed
CONTROL-02833,templates/partials/projects/bulk_schedule_drawer.html,15,field,input,,bulk-schedule-date,scheduled_date,date,,/projects/planning/bulk-schedule,get,{},False,,Not individually executed
CONTROL-02834,templates/partials/projects/bulk_schedule_drawer.html,29,button,button,"Schedule {{ assignments|length }} activit{{ assignments|length|pluralize:""y,ies"" }}",,,submit,,/projects/planning/bulk-schedule,get,{},False,,Not individually executed
CONTROL-02835,templates/partials/projects/create_project_drawer.html,11,field,input,,,name,,,/projects/create/action,post,{},False,,Not individually executed
CONTROL-02836,templates/partials/projects/create_project_drawer.html,12,field,input,SP-…,,code,,,/projects/create/action,post,{},False,,Not individually executed
CONTROL-02837,templates/partials/projects/create_project_drawer.html,13,field,select,Choose… {{ label }},,category,,,/projects/create/action,post,{},False,,Not individually executed
CONTROL-02838,templates/partials/projects/create_project_drawer.html,14,field,select,{{ label }},,schoolFocus,,,/projects/create/action,post,{},False,,Not individually executed
CONTROL-02839,templates/partials/projects/create_project_drawer.html,15,field,input,,,budgetCeilingUgx,number,,/projects/create/action,post,{},False,,Not individually executed
CONTROL-02840,templates/partials/projects/create_project_drawer.html,16,field,input,2027,,measurementStartFy,,,/projects/create/action,post,{},False,,Not individually executed
CONTROL-02841,templates/partials/projects/create_project_drawer.html,17,field,input,2028,,measurementEndFy,,,/projects/create/action,post,{},False,,Not individually executed
CONTROL-02842,templates/partials/projects/create_project_drawer.html,21,field,input,{{ value }},,targetInterventions,checkbox,,/projects/create/action,post,{},False,,Not individually executed
CONTROL-02843,templates/partials/projects/create_project_drawer.html,26,field,input,{{ item.id }},,catalogueItemIds,checkbox,,/projects/create/action,post,{},False,,Not individually executed
CONTROL-02844,templates/partials/projects/create_project_drawer.html,29,button,button,Cancel,,,button,,/projects/create/action,post,"{""@click"": ""requestClose()""}",False,,Not individually executed
CONTROL-02845,templates/partials/projects/create_project_drawer.html,30,button,button,Create proposed Project,,,submit,,/projects/create/action,post,{},False,,Not individually executed
CONTROL-02846,templates/partials/projects/filters_drawer.html,19,field,select,Fiscal year,,fy,,,/projects/filter,get,{},False,,Not individually executed
CONTROL-02847,templates/partials/projects/filters_drawer.html,28,field,select,Type,,type,,,/projects/filter,get,{},False,,Not individually executed
CONTROL-02848,templates/partials/projects/filters_drawer.html,38,field,select,Status,,status,,,/projects/filter,get,{},False,,Not individually executed
CONTROL-02849,templates/partials/projects/filters_drawer.html,48,link,a,Reset,,,,/projects,/projects/filter,get,"{""hx-get"": ""/projects"", ""hx-target"": ""#project-list"", ""hx-swap"": ""outerHTML"", ""hx-push-url"": ""true"", ""hx-on::after-request"": ""setTimeout(() => $dispatch('close-drawer'), 60)""}",False,,Not individually executed
